branch,voltage_bin,voltage_bin_lower_v,voltage_bin_upper_v,voltage_bin_center_v,n_holds,n_unique_voltage_values,u_min_v,u_median_v,u_max_v,s_terminal_mean_mm,s_terminal_median_mm,s_terminal_sd_mm,s_terminal_mad_mm,s_terminal_p95_abs_dev_mm,p_terminal_mean_bar,p_terminal_median_bar,p_terminal_sd_bar,p_terminal_mad_bar,p_terminal_p95_abs_dev_bar,mean_terminal_s_sd_mm,mean_terminal_p_sd_bar,mean_terminal_slope_mm_s,mean_terminal_p_slope_bar_s,branch_s_span_mm,branch_p_span_bar,s_repeatability_sd_pct_branch_span,p_repeatability_sd_pct_branch_span,s_repeatability_p95_pct_branch_span,p_repeatability_p95_pct_branch_span,sufficient_repeats,repeatability_assessment
up,"[2.20, 2.30)",2.2,2.3000000000000003,2.25,2,1,2.215,2.215,2.215,5.279999999999999,5.279999999999999,0.3394112549695425,0.35582399999999964,0.24000000000000019,0.96,0.96,0,0,0,0.3394112549695425,0,2.1477728623487498e-15,-4.1693077020943045e-16,24.54,3.32,1.383093948531143,0,0.9779951100244506,0,FALSE,insufficient_repeats
up,"[2.30, 2.40)",2.3000000000000003,2.4000000000000004,2.3500000000000005,4,4,2.309,2.3535000000000004,2.386,5.615,5.6,0.1754042948923049,0.16308599999999981,0.23100000000000012,1.0475,1.05,0.02217355782608347,0.02223900000000002,0.028500000000000022,0.1754042948923049,0.02217355782608347,3.0902954675207938e-15,0.0075187969924815235,24.54,3.32,0.7147689278415033,0.6678782477735985,0.9413202933985335,0.8584337349397597,TRUE,likely_sufficient
up,"[2.40, 2.50)",2.4000000000000004,2.5000000000000004,2.45,9,9,2.439,2.483,2.499,5.7555555555555555,5.84,0.2183524164688308,0.26686799999999955,0.39999999999999974,1.1222222222222222,1.12,0.01563471919941135,0.029651999999999696,0.020000000000000018,0.2183524164688308,0.01563471919941135,0.011027568922309456,1.4253219963131833e-16,24.54,3.32,0.8897816482022446,0.47092527709070336,1.6299918500407486,0.6024096385542175,TRUE,likely_sufficient
up,"[2.50, 2.60)",2.5,2.6,2.55,7,7,2.506,2.57,2.592,5.817142857142857,5.86,0.4202266961896594,0.29651999999999895,0.7440000000000002,1.177142857142857,1.18,0.024299715851758257,0.029652000000000026,0.034000000000000016,0.4202266961896594,0.024299715851758257,3.0477682400483305e-15,-1.780831090440028e-16,24.54,3.32,1.7124152248967377,0.7319191521613934,3.0317848410757957,1.0240963855421692,TRUE,likely_sufficient
up,"[2.60, 2.70)",2.6,2.7,2.6500000000000004,5,5,2.632,2.678,2.696,6.4799999999999995,6.54,0.30495901363953803,0.38547599999999965,0.424,1.244,1.24,0.016733200530681527,0.029652000000000026,0.020000000000000018,0.30495901363953803,0.016733200530681527,0.0021052631578956497,9.833417543505265e-16,24.54,3.32,1.2427017670722822,0.5040120641771545,1.7277913610431948,0.6024096385542175,TRUE,likely_sufficient
up,"[2.70, 2.80)",2.7,2.8000000000000003,2.75,6,6,2.705,2.728,2.766,6.546666666666667,6.55,0.34863543518504636,0.4892580000000001,0.45499999999999985,1.2833333333333334,1.28,0.015055453054181633,0.014826000000000013,0.020000000000000018,0.34863543518504636,0.015055453054181633,0.013283208020047108,6.797652603560025e-16,24.54,3.32,1.420682294967589,0.4534775016319769,1.8541157294213524,0.6024096385542175,TRUE,likely_sufficient
up,"[2.80, 2.90)",2.8000000000000003,2.9000000000000004,2.8500000000000005,6,6,2.806,2.855,2.88,6.836666666666667,6.78,0.39646773723301443,0.2372160000000002,0.6749999999999996,1.3466666666666667,1.35,0.024221202832779894,0.02965199999999986,0.030000000000000027,0.39646773723301443,0.024221202832779894,-0.0077694235588955775,-7.773446885203492e-17,24.54,3.32,1.6155979512347778,0.7295543021921655,2.750611246943764,0.9036144578313261,TRUE,likely_sufficient
up,"[2.90, 3.00)",2.9000000000000004,3.0000000000000004,2.95,4,4,2.9,2.9445,2.975,7.295,7.279999999999999,0.4897278155601672,0.5782139999999995,0.5510000000000003,1.4049999999999998,1.41,0.01914854215512678,0.014826000000000013,0.027000000000000017,0.4897278155601672,0.01914854215512678,4.7308772997600054e-15,-7.031624695275616e-17,24.54,3.32,1.99563087025333,0.5767633179255054,2.245313773431134,0.8132530120481932,TRUE,likely_sufficient
up,"[3.00, 3.10)",3,3.1,3.05,4,3,3.012,3.017,3.06,7.62,7.640000000000001,0.25922962793631465,0.29652000000000023,0.28800000000000053,1.4649999999999999,1.46,0.010000000000000009,0,0.017000000000000008,0.25922962793631465,0.010000000000000009,1.1147694501738367e-14,3.3757496070341837e-16,24.54,3.32,1.056355452063222,0.30120481927710874,1.1735941320293422,0.5120481927710846,TRUE,likely_sufficient
up,"[3.10, 3.20)",3.1,3.2,3.1500000000000004,7,7,3.118,3.147,3.166,8.09142857142857,7.92,0.37997493651680836,0.29651999999999895,0.748,1.5314285714285714,1.54,0.010690449676496985,0,0.020000000000000018,0.37997493651680836,0.010690449676496985,0.018045112781958007,-2.7573900137892477e-16,24.54,3.32,1.5483901243553724,0.32200149628002966,3.048084759576202,0.6024096385542175,TRUE,likely_sufficient
up,"[3.20, 3.30)",3.2,3.3000000000000003,3.25,9,9,3.204,3.266,3.291,8.594444444444445,8.58,0.537473513559299,0.6819960000000013,0.7840000000000003,1.5933333333333335,1.6,0.017320508075688787,0,0.03200000000000002,0.537473513559299,0.017320508075688787,0.03458646616541941,-0.012865497076022766,24.54,3.32,2.1901936167860594,0.5217020504725539,3.1947840260798706,0.9638554216867476,TRUE,likely_sufficient
up,"[3.30, 3.40)",3.3000000000000003,3.4000000000000004,3.3500000000000005,11,11,3.303,3.341,3.38,8.763636363636364,9.02,0.5447801892006119,0.41512800000000166,1.0099999999999998,1.6472727272727272,1.64,0.02240129866365294,0.029651999999999696,0.040000000000000036,0.5447801892006119,0.02240129866365294,0.02624743677374894,-0.002734107997265709,24.54,3.32,2.219968171151638,0.6747379115558115,4.115729421352892,1.204819277108435,TRUE,likely_sufficient
up,"[3.40, 3.50)",3.4000000000000004,3.5000000000000004,3.45,9,9,3.409,3.461,3.49,9.106666666666667,9.02,0.35986108430893154,0.4447799999999984,0.6120000000000004,1.711111111111111,1.72,0.017638342073763955,0.029652000000000026,0.03200000000000002,0.35986108430893154,0.017638342073763955,0.01988304093567209,-5.533748785408201e-16,24.54,3.32,1.466426586425964,0.531275363667589,2.493887530562349,0.9638554216867476,TRUE,likely_sufficient
up,"[3.50, 3.60)",3.5,3.6,3.55,5,5,3.539,3.551,3.586,9.566,9.74,0.3190297791742961,0.08895600000000073,0.5999999999999999,1.78,1.78,0.014142135623730963,0,0.020000000000000018,0.3190297791742961,0.014142135623730963,0.030075187969919103,1.789987986653567e-15,24.54,3.32,1.3000398499360069,0.4259679404738242,2.4449877750611244,0.6024096385542175,TRUE,likely_sufficient
up,"[3.60, 3.70)",3.6,3.7,3.6500000000000004,9,7,3.602,3.664,3.687,9.994444444444445,9.96,0.30639480703461297,0.31134600000000123,0.49600000000000044,1.828888888888889,1.84,0.022607766610417582,0,0.040000000000000036,0.30639480703461297,0.022607766610417582,0.035588972431084824,0.010359231411866078,24.54,3.32,1.2485525959030683,0.6809568256149874,2.0211898940505315,1.204819277108435,TRUE,likely_sufficient
up,"[3.70, 3.80)",3.7,3.8000000000000003,3.75,9,9,3.723,3.745,3.784,10.415555555555555,10.22,0.6424778422465461,0.4447799999999984,1.2599999999999993,1.8933333333333333,1.9,0.014142135623730963,0.029652000000000026,0.020000000000000018,0.6424778422465461,0.014142135623730963,0.031244778613201577,-1.6926231236116984e-16,24.54,3.32,2.618084116734092,0.4259679404738242,5.134474327628359,0.6024096385542175,TRUE,likely_sufficient
up,"[3.80, 3.90)",3.8000000000000003,3.9000000000000004,3.8500000000000005,4,3,3.836,3.8675,3.869,10.59,10.52,0.3316624790355397,0.2816939999999992,0.45799999999999974,1.955,1.96,0.010000000000000009,0,0.017000000000000008,0.3316624790355397,0.010000000000000009,0.02067669172933181,3.3691572281846976e-15,24.54,3.32,1.3515178444806017,0.30120481927710874,1.8663406682966577,0.5120481927710846,TRUE,likely_sufficient
up,"[3.90, 4.00)",3.9000000000000004,4,3.95,7,7,3.92,3.964,3.976,11.494285714285715,11.4,0.3955947902781813,0.20756400000000083,0.7079999999999997,2.02,2.02,0.011547005383792526,0,0.020000000000000018,0.3955947902781813,0.011547005383792526,0.035660580021487684,-1.8760214297982656e-15,24.54,3.32,1.6120407101800378,0.3478013669817026,2.885085574572126,0.6024096385542175,TRUE,likely_sufficient
up,"[4.00, 4.10)",4,4.1,4.05,12,10,4.001,4.0344999999999995,4.098,11.71,11.99,0.8719257683166298,0.9043859999999991,1.6339999999999995,2.0733333333333333,2.0700000000000003,0.023094010767585053,0.029652000000000026,0.03000000000000025,0.8719257683166298,0.023094010767585053,0.05488721804511196,-2.9439509404131727e-18,24.54,3.32,3.553079740491564,0.6956027339634052,6.658516707416461,0.9036144578313329,TRUE,possibly_sufficient
up,"[4.10, 4.20)",4.1000000000000005,4.2,4.15,9,9,4.104,4.144,4.187,12.242222222222223,12.46,0.5215787998418304,0.38547599999999965,1.0080000000000002,2.137777777777778,2.14,0.015634719199411444,0.029652000000000026,0.020000000000000018,0.5215787998418304,0.015634719199411444,0.06382623224728547,1.3515359802539124e-15,24.54,3.32,2.125422982240548,0.4709252770907062,4.107579462102691,0.6024096385542175,TRUE,likely_sufficient
up,"[4.20, 4.30)",4.2,4.3,4.25,2,2,4.221,4.249499999999999,4.278,12.855,12.855,0.007071067811865324,0.007412999999999842,0.005000000000000693,2.2,2.2,0.028284271247461926,0.029652000000000026,0.020000000000000018,0.007071067811865324,0.028284271247461926,0.07518796992482282,1.069630761976619e-15,24.54,3.32,0.028814457261064894,0.8519358809476484,0.020374898125512197,0.6024096385542175,FALSE,insufficient_repeats
up,"[4.30, 4.40)",4.3,4.3999999999999995,4.35,7,7,4.307,4.37,4.398,13.285714285714286,13.08,0.780402826384279,0.5040839999999998,1.2819999999999994,2.26,2.26,0.02309401076758486,0.029652000000000026,0.033999999999999704,0.780402826384279,0.02309401076758486,0.05628356605801167,-0.006015037593984475,24.54,3.32,3.180125616887853,0.6956027339633994,5.224123879380601,1.0240963855421599,TRUE,possibly_sufficient
up,"[4.40, 4.50)",4.4,4.5,4.45,5,5,4.415,4.445,4.498,13.792,14,0.6692682571286345,0.26686799999999955,1.1559999999999997,2.316,2.3,0.021908902300206666,0,0.040000000000000036,0.6692682571286345,0.021908902300206666,0.07879699248121043,0.026466165413533724,24.54,3.32,2.727254511526628,0.6599066957893575,4.710676446617765,1.204819277108435,TRUE,likely_sufficient
up,"[4.50, 4.60)",4.5,4.6,4.55,10,8,4.512,4.5375,4.585,13.728,13.64,0.5595394931945775,0.444780000000001,1.0589999999999997,2.376,2.37,0.022705848487901886,0.029652000000000026,0.030000000000000047,0.5595394931945775,0.022705848487901886,0.07654135338345425,0.004962406015036826,24.54,3.32,2.280112034207732,0.6839110990331894,4.315403422982884,0.9036144578313268,TRUE,likely_sufficient
up,"[4.60, 4.70)",4.6000000000000005,4.7,4.65,11,11,4.608,4.642,4.697,14.557272727272727,14.46,0.8411193840245379,1.0378200000000015,1.2799999999999994,2.441818181818182,2.44,0.016624188291872684,0.029652000000000026,0.020000000000000018,0.8411193840245379,0.016624188291872684,0.06165413533834993,8.568307398733764e-16,24.54,3.32,3.427544352178231,0.5007285630082133,5.215973920130398,0.6024096385542175,TRUE,possibly_sufficient
up,"[4.70, 4.80)",4.7,4.8,4.75,12,12,4.707,4.7455,4.793,15.079166666666667,15.09,0.7734275347536779,0.5411490000000003,1.4650000000000003,2.4916666666666667,2.5,0.019924098397912454,0.029652000000000026,0.040000000000000036,0.7734275347536779,0.019924098397912454,0.08822055137844124,-0.0028822055137817507,24.54,3.32,3.1517014456140093,0.6001234457202547,5.969845150774248,1.204819277108435,TRUE,possibly_sufficient
up,"[4.80, 4.90)",4.800000000000001,4.9,4.8500000000000005,14,13,4.813,4.8715,4.895,15.474285714285713,15.54,0.8256439378375595,0.8895599999999981,1.5679999999999992,2.5642857142857145,2.5700000000000003,0.017851647506079635,0.014826000000000013,0.03000000000000025,0.8256439378375595,0.017851647506079635,0.0778732545649868,-6.958407855926619e-16,24.54,3.32,3.3644822242769337,0.5377002260867361,6.389568052159737,0.9036144578313329,TRUE,possibly_sufficient
up,"[4.90, 5.00)",4.9,5,4.95,6,4,4.976,4.992,4.994,16.67,16.59,0.40254192328253224,0.37065,0.6200000000000001,2.6366666666666667,2.64,0.008164965809277268,0,0.015000000000000013,0.40254192328253224,0.008164965809277268,0.08696741854636122,1.7296680701560985e-15,24.54,3.32,1.640350135625641,0.2459327050987129,2.526487367563163,0.45180722891566305,TRUE,likely_sufficient
up,"[5.00, 5.10)",5,5.1,5.05,10,9,5.015,5.0445,5.097,16.572,16.78,0.7087359639997584,0.7635390000000009,1.2545000000000002,2.676,2.68,0.015776212754932323,0.029652000000000026,0.020000000000000018,0.7087359639997584,0.015776212754932323,0.11954887218045677,-2.7187410491056687e-15,24.54,3.32,2.888084612875951,0.47518713117266037,5.112061939690302,0.6024096385542175,TRUE,likely_sufficient
up,"[5.10, 5.20)",5.1000000000000005,5.2,5.15,7,7,5.106,5.145,5.182,17.325714285714284,17.4,0.5952830459217737,0.889560000000002,0.8559999999999982,2.737142857142857,2.74,0.017994708216848575,0.029651999999999366,0.020000000000000018,0.5952830459217737,0.017994708216848575,0.07883995703544117,0.020408163265306974,24.54,3.32,2.4257662832998115,0.5420092836400173,3.4881825590871975,0.6024096385542175,TRUE,likely_sufficient
up,"[5.20, 5.30)",5.2,5.3,5.25,11,11,5.2,5.265,5.284,17.78818181818182,17.86,0.5365224726293993,0.20756400000000083,1.1050000000000022,2.7909090909090906,2.8,0.016403990645294502,0.029652000000000026,0.030000000000000027,0.5365224726293993,0.016403990645294502,0.09090909090909376,0.0023239917976798836,24.54,3.32,2.1863181443740807,0.4940961037739308,4.502852485737581,0.9036144578313261,TRUE,likely_sufficient
up,"[5.30, 5.40)",5.300000000000001,5.4,5.3500000000000005,10,9,5.301,5.349,5.398,18.266000000000002,18.310000000000002,0.4349252809391514,0.5040840000000024,0.6719999999999999,2.852,2.86,0.02149935399546282,0.029652000000000026,0.040000000000000036,0.4349252809391514,0.02149935399546282,0.10180451127819816,0.002556390977443173,24.54,3.32,1.7723116582687506,0.6475709034777958,2.7383863080684594,1.204819277108435,TRUE,likely_sufficient
up,"[5.40, 5.50)",5.4,5.5,5.45,8,8,5.402,5.439500000000001,5.492,18.7525,19.1,0.7126559979601459,0.22238999999999787,1.4860000000000002,2.9125,2.92,0.018322507626258103,0.014826000000000013,0.033000000000000015,0.7126559979601459,0.018322507626258103,0.10037593984963013,0.009210526315790744,24.54,3.32,2.9040586713942376,0.5518827598270513,6.055419722901386,0.9939759036144583,TRUE,likely_sufficient
up,"[5.50, 5.60)",5.5,5.6,5.55,3,3,5.537,5.545,5.579,19.8,19.56,0.5230678732248799,0.17791199999999618,0.7679999999999996,2.98,2.98,0.020000000000000018,0.029652000000000026,0.020000000000000018,0.5230678732248799,0.020000000000000018,0.04461152882207299,9.093237349655385e-16,24.54,3.32,2.131490925936756,0.6024096385542175,3.129584352078238,0.6024096385542175,TRUE,likely_sufficient
up,"[5.60, 5.70)",5.6000000000000005,5.7,5.65,10,10,5.628,5.663,5.699,19.918,19.96,0.6269821900713505,0.7264740000000003,0.961000000000001,3.036,3.04,0.015776212754932323,0.029652000000000026,0.020000000000000018,0.6269821900713505,0.015776212754932323,0.13172932330827186,0.014436090225562716,24.54,3.32,2.554939649842504,0.47518713117266037,3.9160554197229054,0.6024096385542175,TRUE,likely_sufficient
up,"[5.70, 5.80)",5.7,5.8,5.75,10,9,5.709,5.736000000000001,5.793,20.456,20.490000000000002,0.4023044728671166,0.5485619999999962,0.5699999999999987,3.0940000000000003,3.09,0.016465452046971307,0.014826000000000013,0.03000000000000025,0.4023044728671166,0.016465452046971307,0.10571428571426789,0.004360902255640382,24.54,3.32,1.6393825300208504,0.4959473508123888,2.3227383863080635,0.9036144578313329,TRUE,likely_sufficient
up,"[5.80, 5.90)",5.800000000000001,5.9,5.8500000000000005,6,6,5.805,5.8705,5.897,20.91,21.08,0.6303967004989793,0.5930400000000031,1.0249999999999977,3.1633333333333336,3.17,0.019663841605003517,0.014826000000000342,0.029999999999999805,0.6303967004989793,0.019663841605003517,0.10375939849625182,-0.007017543859650081,24.54,3.32,2.5688537102647895,0.5922843856928771,4.176854115729412,0.9036144578313194,TRUE,likely_sufficient
up,"[5.90, 6.00)",5.9,6,5.95,7,6,5.944,5.964,5.993,21.465714285714284,21.6,0.47098680600264387,0.6226920000000025,0.7580000000000017,3.2285714285714286,3.22,0.010690449676496985,0,0.020000000000000018,0.47098680600264387,0.010690449676496985,0.15145005370569797,2.9314703917418437e-15,24.54,3.32,1.919261638152583,0.32200149628002966,3.0888345558272277,0.6024096385542175,TRUE,likely_sufficient
up,"[6.00, 6.10)",6,6.1,6.05,7,7,6.015,6.083,6.098,21.897142857142857,21.86,0.5441113331452887,0.41512800000000166,0.8280000000000001,3.2857142857142856,3.3,0.019023794624226854,0,0.040000000000000036,0.5441113331452887,0.019023794624226854,0.14135338345865228,1.570321731009501e-15,24.54,3.32,2.21724259635407,0.5730058621755078,3.3740831295843527,1.204819277108435,TRUE,likely_sufficient
up,"[6.10, 6.20)",6.1000000000000005,6.2,6.15,12,11,6.119,6.139,6.183,22.446666666666665,22.28,0.35224819073884317,0.28910700000000306,0.6889999999999995,3.3383333333333334,3.34,0.018006732747570416,0.029652000000000026,0.020000000000000018,0.35224819073884317,0.018006732747570416,0.1417293233082818,1.1954397001593998e-15,24.54,3.32,1.4354042002397849,0.5423714683003137,2.8076609616951895,0.6024096385542175,TRUE,likely_sufficient
up,"[6.20, 6.30)",6.2,6.3,6.25,13,12,6.202,6.235,6.295,23.233076923076922,23.22,0.267936081164414,0.17791200000000146,0.4719999999999982,3.4,3.4,0.018257418583505554,0.029652000000000026,0.020000000000000018,0.267936081164414,0.018257418583505554,0.13545401966455173,-3.470213996526656e-4,24.54,3.32,1.091834071574629,0.5499222464911312,1.9233903830480774,0.6024096385542175,TRUE,likely_sufficient
up,"[6.30, 6.40)",6.300000000000001,6.4,6.3500000000000005,12,11,6.3,6.361000000000001,6.379,23.615,23.68,0.5453355930900794,0.5337360000000018,0.9829999999999983,3.455,3.46,0.021105794120443472,0.029652000000000026,0.040000000000000036,0.5453355930900794,0.021105794120443472,0.15313283208021236,8.254707051216401e-16,24.54,3.32,2.2222314306849205,0.6357166903748034,4.005704971475136,1.204819277108435,TRUE,likely_sufficient
up,"[6.40, 6.50)",6.4,6.5,6.45,10,9,6.42,6.469,6.487,23.908,23.98,0.6620808946881876,0.5040839999999998,1.1964999999999986,3.523,3.5250000000000004,0.017669811040931453,0.022238999999999523,0.025000000000000355,0.6620808946881876,0.017669811040931453,0.14977443609022556,-1.5671719136169263e-15,24.54,3.32,2.697966156023585,0.5322232241244413,4.875713121434387,0.7530120481927818,TRUE,likely_sufficient
up,"[6.50, 6.60)",6.5,6.6,6.55,14,14,6.5,6.531000000000001,6.588,24.425714285714285,24.54,0.745878050309879,0.37065,1.2650000000000001,3.567142857142857,3.56,0.018575654633281317,0.014826000000000013,0.040000000000000036,0.745878050309879,0.018575654633281317,0.12330827067668901,7.192969736362055e-16,24.54,3.32,3.0394378578234678,0.5595076696771482,5.154849225753872,1.204819277108435,TRUE,possibly_sufficient
up,"[6.60, 6.70)",6.6000000000000005,6.7,6.65,12,12,6.617,6.6615,6.697,25.024166666666666,25.03,0.44931176326250466,0.6375179999999996,0.6350000000000005,3.6433333333333335,3.64,0.01874873733122186,0.029652000000000026,0.029000000000000012,0.44931176326250466,0.01874873733122186,0.1255639097744349,9.955728600839216e-16,24.54,3.32,1.8309362806133034,0.5647210039524657,2.587612061939692,0.8734939759036149,TRUE,likely_sufficient
up,"[6.70, 6.80)",6.7,6.8,6.75,13,13,6.704,6.762,6.788,25.998461538461537,26.02,0.36701149286832435,0.29651999999999895,0.6920000000000008,3.703076923076923,3.7,0.01601281538050873,0.029652000000000026,0.020000000000000018,0.36701149286832435,0.01601281538050873,0.11694621168305452,0.0017351069982668539,24.54,3.32,1.4955643556166436,0.48231371628038344,2.819885900570501,0.6024096385542175,TRUE,likely_sufficient
up,"[6.80, 6.90)",6.800000000000001,6.9,6.8500000000000005,7,7,6.804,6.856,6.896,25.754285714285714,25.92,0.8228984777977809,0.8895599999999968,1.352000000000002,3.76,3.76,0.016329931618554352,0.029651999999999366,0.020000000000000018,0.8228984777977809,0.016329931618554352,0.1458646616541359,2.5867852161509875e-15,24.54,3.32,3.3532945305533044,0.49186541019742025,5.509372453137743,0.6024096385542175,TRUE,possibly_sufficient
up,"[6.90, 7.00)",6.9,7,6.95,4,4,6.906,6.968,6.992,26.485,26.729999999999997,0.8271033792700879,0.4447800000000037,1.2829999999999968,3.8249999999999997,3.83,0.01914854215512678,0.014826000000000013,0.02700000000000024,0.8271033792700879,0.01914854215512678,0.10563909774437648,-2.5059701197951265e-17,24.54,3.32,3.3704294183785164,0.5767633179255054,5.228198859005691,0.8132530120482,TRUE,possibly_sufficient
up,"[7.00, 7.10)",7,7.1,7.05,7,7,7.012,7.061,7.094,26.94142857142857,27.12,0.6431803420355375,0.5930399999999979,1.1189999999999984,3.8828571428571426,3.88,0.017994708216848763,0.029652000000000026,0.020000000000000018,0.6431803420355375,0.017994708216848763,0.0698174006444897,-0.0036519871106340273,24.54,3.32,2.62094678906087,0.542009283640023,4.559902200488992,0.6024096385542175,TRUE,likely_sufficient
up,"[7.10, 7.20)",7.1000000000000005,7.2,7.15,7,7,7.107,7.138,7.177,27.274285714285714,27.1,0.5839765161618842,0.5633880000000038,0.9719999999999971,3.934285714285714,3.94,0.015118578920369103,0.029652000000000026,0.020000000000000018,0.5839765161618842,0.015118578920369103,0.1548872180451066,6.44468313641783e-4,24.54,3.32,2.3796924048976535,0.4553788831436477,3.9608801955990103,0.6024096385542175,TRUE,likely_sufficient
