u[V],p[V],s[mm] 
9.470,7.114,37.744
9.460,7.100,37.695
9.450,7.104,37.695
9.440,7.090,37.695
9.430,7.085,37.646
9.420,7.070,37.646
9.410,7.070,37.598
9.400,7.061,37.598
9.390,7.061,37.598
9.380,7.041,37.549
9.370,7.041,37.549
9.360,7.036,37.549
9.350,7.021,37.549
9.340,7.021,37.500
9.330,7.012,37.451
9.320,7.007,37.500
9.310,7.007,37.451
9.300,7.002,37.402
9.290,6.987,37.402
9.280,6.987,37.402
9.270,6.973,37.402
9.260,6.978,37.354
9.250,6.968,37.354
9.240,6.968,37.354
9.230,6.948,37.354
9.220,6.948,37.256
9.210,6.938,37.256
9.200,6.938,37.256
9.190,6.919,37.256
9.180,6.924,37.256
9.170,6.914,37.256
9.160,6.909,37.207
9.150,6.890,37.207
9.140,6.895,37.109
9.130,6.875,37.109
9.120,6.880,37.158
9.110,6.865,37.109
9.100,6.865,37.109
9.090,6.851,37.061
9.080,6.851,37.061
9.070,6.836,37.061
9.060,6.841,37.061
9.050,6.826,37.012
9.040,6.826,37.012
9.030,6.812,36.963
9.020,6.812,36.963
9.010,6.802,36.914
9.000,6.802,36.914
8.990,6.787,36.865
8.980,6.782,36.914
8.970,6.772,36.865
8.960,6.763,36.816
8.950,6.758,36.816
8.940,6.758,36.865
8.930,6.748,36.768
8.920,6.738,36.768
8.910,6.733,36.768
8.900,6.733,36.768
8.890,6.714,36.670
8.880,6.714,36.670
8.870,6.704,36.621
8.860,6.709,36.670
8.850,6.694,36.621
8.840,6.689,36.621
8.830,6.670,36.572
8.820,6.680,36.523
8.810,6.665,36.523
8.800,6.665,36.475
8.790,6.650,36.475
8.780,6.655,36.475
8.770,6.636,36.426
8.760,6.631,36.426
8.750,6.626,36.377
8.740,6.621,36.377
8.730,6.611,36.377
8.720,6.611,36.328
8.710,6.606,36.328
8.700,6.597,36.279
8.690,6.597,36.279
8.680,6.582,36.279
8.670,6.587,36.279
8.660,6.563,36.230
8.650,6.572,36.182
8.640,6.558,36.133
8.630,6.553,36.133
8.620,6.548,36.133
8.610,6.548,36.035
8.600,6.528,36.035
8.590,6.528,36.035
8.580,6.509,35.986
8.570,6.514,35.986
8.560,6.499,35.938
8.550,6.499,35.938
8.540,6.489,35.938
8.530,6.479,35.938
8.520,6.475,35.889
8.510,6.470,35.840
8.500,6.470,35.889
8.490,6.460,35.791
8.480,6.455,35.791
8.470,6.436,35.742
8.460,6.440,35.742
8.450,6.426,35.693
8.440,6.426,35.693
8.430,6.411,35.645
8.420,6.416,35.693
8.410,6.406,35.596
8.400,6.401,35.596
8.390,6.387,35.547
8.380,6.392,35.547
8.370,6.377,35.498
8.360,6.377,35.547
8.350,6.362,35.449
8.340,6.357,35.400
8.330,6.348,35.400
8.320,6.343,35.400
8.310,6.333,35.352
8.300,6.333,35.303
8.290,6.318,35.303
8.280,6.323,35.303
8.270,6.304,35.254
8.260,6.304,35.254
8.250,6.299,35.205
8.240,6.294,35.156
8.230,6.279,35.156
8.220,6.279,35.156
8.210,6.265,35.059
8.200,6.265,35.107
8.190,6.250,35.059
8.180,6.250,35.010
8.170,6.230,34.961
8.160,6.240,34.961
8.150,6.226,34.961
8.140,6.230,34.912
8.130,6.216,34.863
8.120,6.216,34.814
8.110,6.201,34.814
8.100,6.201,34.766
8.090,6.196,34.814
8.080,6.191,34.717
8.070,6.177,34.766
8.060,6.177,34.717
8.050,6.157,34.619
8.040,6.157,34.619
8.030,6.143,34.570
8.020,6.143,34.570
8.010,6.138,34.521
8.000,6.123,34.521
7.990,6.123,34.521
7.980,6.108,34.424
7.970,6.113,34.424
7.960,6.104,34.375
7.950,6.099,34.375
7.940,6.084,34.326
7.930,6.089,34.326
7.920,6.074,34.229
7.910,6.074,34.229
7.900,6.064,34.229
7.890,6.060,34.180
7.880,6.045,34.180
7.870,6.045,34.082
7.860,6.035,34.082
7.850,6.035,34.082
7.840,6.025,34.033
7.830,6.021,33.984
7.820,6.006,33.936
7.810,6.006,33.936
7.800,5.996,33.887
7.790,5.991,33.936
7.780,5.977,33.838
7.770,5.977,33.789
7.760,5.962,33.789
7.750,5.962,33.740
7.740,5.957,33.740
7.730,5.957,33.740
7.720,5.942,33.691
7.710,5.938,33.643
7.700,5.928,33.594
7.690,5.928,33.594
7.680,5.913,33.545
7.670,5.908,33.545
7.660,5.898,33.447
7.650,5.898,33.447
7.640,5.889,33.447
7.630,5.889,33.398
7.620,5.874,33.350
7.610,5.874,33.301
7.600,5.859,33.252
7.590,5.854,33.252
7.580,5.845,33.203
7.570,5.850,33.154
7.560,5.830,33.057
7.550,5.830,33.105
7.540,5.820,33.057
7.530,5.811,33.008
7.520,5.801,32.959
7.510,5.801,32.959
7.500,5.791,32.910
7.490,5.786,32.861
7.480,5.781,32.910
7.470,5.771,32.813
7.460,5.767,32.813
7.450,5.767,32.813
7.440,5.752,32.715
7.430,5.752,32.715
7.420,5.742,32.666
7.410,5.737,32.617
7.400,5.732,32.617
7.390,5.713,32.568
7.380,5.708,32.520
7.370,5.708,32.422
7.360,5.703,32.422
7.350,5.688,32.422
7.340,5.688,32.422
7.330,5.674,32.324
7.320,5.674,32.324
7.310,5.669,32.275
7.300,5.664,32.275
7.290,5.649,32.178
7.280,5.649,32.178
7.270,5.635,32.129
7.260,5.640,32.080
7.250,5.625,32.031
7.240,5.630,31.982
7.230,5.615,31.982
7.220,5.610,31.934
7.210,5.596,31.885
7.200,5.596,31.885
7.190,5.586,31.836
7.180,5.576,31.787
7.170,5.566,31.738
7.160,5.566,31.738
7.150,5.562,31.689
7.140,5.562,31.641
7.130,5.542,31.592
7.120,5.542,31.592
7.110,5.532,31.543
7.100,5.532,31.543
7.090,5.513,31.445
7.080,5.518,31.445
7.070,5.503,31.348
7.060,5.503,31.299
7.050,5.493,31.250
7.040,5.493,31.299
7.030,5.474,31.201
7.020,5.474,31.152
7.010,5.464,31.152
7.000,5.464,31.104
6.990,5.454,31.055
6.980,5.449,31.055
6.970,5.430,30.957
6.960,5.435,30.957
6.950,5.430,30.908
6.940,5.415,30.859
6.930,5.415,30.811
6.920,5.405,30.762
6.910,5.400,30.762
6.900,5.396,30.713
6.890,5.396,30.664
6.880,5.381,30.615
6.870,5.376,30.615
6.860,5.366,30.518
6.850,5.361,30.469
6.840,5.356,30.469
6.830,5.356,30.469
6.820,5.342,30.322
6.810,5.342,30.371
6.800,5.327,30.273
6.790,5.322,30.225
6.780,5.313,30.225
6.770,5.317,30.127
6.760,5.298,30.078
6.750,5.298,30.029
6.740,5.288,30.029
6.730,5.288,29.980
6.720,5.273,29.932
6.710,5.273,29.834
6.700,5.259,29.785
6.690,5.254,29.834
6.680,5.244,29.736
6.670,5.244,29.688
6.660,5.239,29.688
6.650,5.234,29.590
6.640,5.220,29.590
6.630,5.220,29.541
6.620,5.205,29.492
6.610,5.205,29.443
6.600,5.190,29.395
6.590,5.190,29.395
6.580,5.181,29.297
6.570,5.176,29.297
6.560,5.161,29.199
6.550,5.161,29.199
6.540,5.151,29.150
6.530,5.151,29.102
6.520,5.137,29.004
6.510,5.132,29.004
6.500,5.122,28.955
6.490,5.122,28.906
6.480,5.112,28.906
6.470,5.112,28.857
6.460,5.098,28.760
6.450,5.093,28.760
6.440,5.088,28.711
6.430,5.078,28.711
6.420,5.073,28.613
6.410,5.068,28.564
6.400,5.059,28.516
6.390,5.054,28.516
6.380,5.049,28.467
6.370,5.044,28.418
6.360,5.034,28.320
6.350,5.029,28.223
6.340,5.024,28.223
6.330,5.015,28.174
6.320,5.005,28.125
6.310,5.000,28.076
6.300,5.000,28.076
6.290,4.990,27.930
6.280,4.980,27.930
6.270,4.971,27.881
6.260,4.966,27.881
6.250,4.961,27.832
6.240,4.951,27.734
6.230,4.946,27.686
6.220,4.946,27.637
6.210,4.941,27.637
6.200,4.932,27.539
6.190,4.927,27.490
6.180,4.917,27.393
6.170,4.917,27.441
6.160,4.897,27.344
6.150,4.897,27.295
6.140,4.878,27.246
6.130,4.883,27.148
6.120,4.873,27.148
6.110,4.873,27.051
6.100,4.854,27.051
6.090,4.854,27.002
6.080,4.849,26.904
6.070,4.844,26.904
6.060,4.834,26.807
6.050,4.834,26.758
6.040,4.819,26.758
6.030,4.819,26.660
6.020,4.810,26.611
6.010,4.800,26.563
6.000,4.795,26.514
5.990,4.785,26.465
5.980,4.780,26.416
5.970,4.771,26.318
5.960,4.766,26.318
5.950,4.761,26.318
5.940,4.756,26.221
5.930,4.746,26.123
5.920,4.731,26.123
5.910,4.731,26.025
5.900,4.722,26.025
5.890,4.717,25.977
5.880,4.712,25.928
5.870,4.702,25.781
5.860,4.697,25.781
5.850,4.692,25.732
5.840,4.688,25.732
5.830,4.678,25.635
5.820,4.668,25.586
5.810,4.663,25.488
5.800,4.658,25.439
5.790,4.653,25.439
5.780,4.648,25.391
5.770,4.639,25.293
5.760,4.644,25.293
5.750,4.624,25.146
5.740,4.619,25.146
5.730,4.609,25.098
5.720,4.609,25.049
5.710,4.595,24.951
5.700,4.600,24.951
5.690,4.575,24.854
5.680,4.580,24.854
5.670,4.570,24.756
5.660,4.570,24.658
5.650,4.556,24.609
5.640,4.556,24.561
5.630,4.546,24.561
5.620,4.541,24.414
5.610,4.526,24.414
5.600,4.521,24.316
5.590,4.517,24.316
5.580,4.512,24.219
5.570,4.507,24.170
5.560,4.507,24.072
5.550,4.482,24.023
5.540,4.487,23.975
5.530,4.478,23.926
5.520,4.468,23.926
5.510,4.458,23.828
5.500,4.463,23.828
5.490,4.448,23.730
5.480,4.448,23.682
5.470,4.429,23.633
5.460,4.429,23.584
5.450,4.419,23.486
5.440,4.419,23.438
5.430,4.409,23.389
5.420,4.404,23.340
5.410,4.395,23.242
5.400,4.395,23.193
5.390,4.385,23.145
5.380,4.375,23.047
5.370,4.365,22.998
5.360,4.365,22.949
5.350,4.355,22.900
5.340,4.355,22.852
5.330,4.341,22.803
5.320,4.336,22.705
5.310,4.321,22.656
5.300,4.326,22.559
5.290,4.316,22.510
5.280,4.307,22.461
5.270,4.302,22.363
5.260,4.292,22.363
5.250,4.287,22.266
5.240,4.282,22.217
5.230,4.272,22.168
5.220,4.272,22.168
5.210,4.258,22.021
5.200,4.263,22.021
5.190,4.253,21.924
5.180,4.243,21.875
5.170,4.233,21.826
5.160,4.224,21.729
5.150,4.224,21.729
5.140,4.219,21.582
5.130,4.214,21.582
5.120,4.204,21.484
5.110,4.199,21.436
5.100,4.189,21.338
5.090,4.185,21.240
5.080,4.175,21.240
5.070,4.165,21.143
5.060,4.165,21.094
5.050,4.155,20.996
5.040,4.150,20.996
5.030,4.141,20.947
5.020,4.131,20.850
5.010,4.126,20.801
5.000,4.131,20.752
4.990,4.111,20.703
4.980,4.111,20.654
4.970,4.102,20.557
4.960,4.102,20.557
4.950,4.092,20.459
4.940,4.082,20.361
4.930,4.077,20.313
4.920,4.072,20.313
4.910,4.058,20.215
4.900,4.058,20.117
4.890,4.038,20.020
4.880,4.038,19.971
4.870,4.033,19.873
4.860,4.028,19.824
4.850,4.019,19.824
4.840,4.014,19.678
4.830,4.009,19.678
4.820,4.004,19.629
4.810,3.994,19.580
4.800,3.989,19.482
4.790,3.984,19.482
4.780,3.979,19.336
4.770,3.970,19.287
4.760,3.965,19.238
4.750,3.955,19.189
4.740,3.945,19.092
4.730,3.945,19.043
4.720,3.940,18.945
4.710,3.931,18.945
4.700,3.926,18.848
4.690,3.921,18.799
4.680,3.911,18.701
4.670,3.901,18.701
4.660,3.896,18.652
4.650,3.896,18.555
4.640,3.877,18.408
4.630,3.872,18.408
4.620,3.867,18.408
4.610,3.862,18.262
4.600,3.862,18.213
4.590,3.848,18.164
4.580,3.848,18.115
4.570,3.838,18.018
4.560,3.833,17.969
4.550,3.823,17.871
4.540,3.823,17.871
4.530,3.813,17.822
4.520,3.809,17.725
4.510,3.794,17.676
4.500,3.799,17.578
4.490,3.784,17.529
4.480,3.784,17.480
4.470,3.770,17.432
4.460,3.770,17.334
4.450,3.755,17.236
4.440,3.750,17.236
4.430,3.740,17.139
4.420,3.740,17.041
4.410,3.730,17.041
4.400,3.726,16.943
4.390,3.711,16.895
4.380,3.711,16.895
4.370,3.701,16.797
4.360,3.696,16.748
4.350,3.691,16.650
4.340,3.677,16.602
4.330,3.672,16.553
4.320,3.667,16.455
4.310,3.667,16.406
4.300,3.662,16.309
4.290,3.647,16.260
4.280,3.647,16.211
4.270,3.633,16.064
4.260,3.633,16.016
4.250,3.623,16.016
4.240,3.613,15.869
4.230,3.618,15.869
4.220,3.604,15.771
4.210,3.594,15.771
4.200,3.589,15.674
4.190,3.584,15.625
4.180,3.574,15.576
4.170,3.574,15.527
4.160,3.564,15.479
4.150,3.560,15.381
4.140,3.550,15.332
4.130,3.540,15.234
4.120,3.535,15.186
4.110,3.535,15.137
4.100,3.521,15.088
4.090,3.521,15.039
4.080,3.511,14.941
4.070,3.506,14.844
4.060,3.496,14.844
4.050,3.486,14.795
4.040,3.486,14.746
4.030,3.477,14.648
4.020,3.472,14.600
4.010,3.467,14.551
4.000,3.457,14.502
3.990,3.457,14.453
3.980,3.442,14.355
3.970,3.433,14.307
3.960,3.433,14.258
3.950,3.428,14.209
3.940,3.423,14.209
3.930,3.418,14.111
3.920,3.408,14.063
3.910,3.398,13.916
3.900,3.389,13.916
3.890,3.384,13.867
3.880,3.379,13.818
3.870,3.369,13.721
3.860,3.369,13.672
3.850,3.350,13.623
3.840,3.345,13.525
3.830,3.340,13.477
3.820,3.335,13.428
3.810,3.330,13.379
3.800,3.320,13.330
3.790,3.315,13.232
3.780,3.306,13.184
3.770,3.301,13.135
3.760,3.296,13.086
3.750,3.286,13.037
3.740,3.281,12.939
3.730,3.276,12.988
3.720,3.267,12.842
3.710,3.271,12.793
3.700,3.257,12.793
3.690,3.252,12.744
3.680,3.247,12.695
3.670,3.242,12.646
3.660,3.228,12.549
3.650,3.223,12.451
3.640,3.213,12.402
3.630,3.203,12.305
3.620,3.203,12.256
3.610,3.198,12.256
3.600,3.184,12.158
3.590,3.184,12.158
3.580,3.174,12.061
3.570,3.169,12.012
3.560,3.159,11.963
3.550,3.154,11.914
3.540,3.154,11.914
3.530,3.145,11.816
3.520,3.135,11.816
3.510,3.135,11.719
3.500,3.125,11.670
3.490,3.120,11.621
3.480,3.110,11.523
3.470,3.105,11.523
3.460,3.096,11.426
3.450,3.091,11.377
3.440,3.086,11.328
3.430,3.076,11.328
3.420,3.071,11.279
3.410,3.057,11.182
3.400,3.052,11.133
3.390,3.037,11.084
3.380,3.042,11.035
3.370,3.032,11.035
3.360,3.027,10.938
3.350,3.022,10.938
3.340,3.018,10.840
3.330,3.013,10.840
3.320,3.003,10.742
3.310,2.993,10.742
3.300,2.988,10.693
3.290,2.979,10.645
3.280,2.979,10.596
3.270,2.974,10.547
3.260,2.959,10.498
3.250,2.959,10.449
3.240,2.954,10.400
3.230,2.949,10.352
3.220,2.939,10.352
3.210,2.930,10.205
3.200,2.925,10.156
3.190,2.915,10.107
3.180,2.915,10.059
3.170,2.896,10.010
3.160,2.900,10.010
3.150,2.891,9.912
3.140,2.886,9.863
3.130,2.881,9.863
3.120,2.866,9.814
3.110,2.861,9.717
3.100,2.861,9.717
3.090,2.847,9.668
3.080,2.847,9.619
3.070,2.842,9.570
3.060,2.837,9.570
3.050,2.827,9.473
3.040,2.817,9.473
3.030,2.808,9.375
3.020,2.803,9.375
3.010,2.793,9.277
3.000,2.788,9.229
2.990,2.783,9.229
2.980,2.778,9.180
2.970,2.773,9.131
2.960,2.769,9.131
2.950,2.764,9.033
2.940,2.754,9.033
2.930,2.744,8.936
2.920,2.734,8.887
2.910,2.729,8.838
2.900,2.725,8.838
2.890,2.720,8.789
2.880,2.710,8.740
2.870,2.700,8.691
2.860,2.700,8.643
2.850,2.690,8.594
2.840,2.681,8.545
2.830,2.681,8.545
2.820,2.671,8.496
2.810,2.661,8.398
2.800,2.656,8.350
2.790,2.651,8.350
2.780,2.646,8.301
2.770,2.632,8.301
2.760,2.632,8.203
2.750,2.632,8.203
2.740,2.622,8.203
2.730,2.617,8.154
2.720,2.603,8.057
2.710,2.598,8.057
2.700,2.593,8.008
2.690,2.583,8.008
2.680,2.573,7.861
2.670,2.573,7.861
2.660,2.563,7.813
2.650,2.559,7.764
2.640,2.549,7.715
2.630,2.549,7.715
2.620,2.539,7.666
2.610,2.534,7.617
2.600,2.520,7.617
2.590,2.515,7.617
2.580,2.510,7.520
2.570,2.505,7.520
2.560,2.500,7.471
2.550,2.490,7.422
2.540,2.480,7.373
2.530,2.480,7.373
2.520,2.471,7.275
2.510,2.461,7.227
2.500,2.456,7.178
2.490,2.456,7.178
2.480,2.441,7.129
2.470,2.437,7.129
2.460,2.432,7.080
2.450,2.427,7.031
2.440,2.417,6.982
2.430,2.407,6.934
2.420,2.417,6.934
2.410,2.402,6.885
2.400,2.393,6.836
2.390,2.383,6.787
2.380,2.378,6.836
2.370,2.373,6.738
2.360,2.358,6.689
2.350,2.354,6.689
2.340,2.344,6.641
2.330,2.344,6.592
2.320,2.329,6.592
2.310,2.324,6.543
2.300,2.319,6.494
2.290,2.314,6.445
2.280,2.310,6.445
2.270,2.305,6.396
2.260,2.290,6.348
2.250,2.290,6.348
2.240,2.285,6.299
2.230,2.280,6.250
2.220,2.271,6.201
2.210,2.266,6.201
2.200,2.256,6.152
2.190,2.251,6.104
2.180,2.241,6.055
2.170,2.236,6.055
2.160,2.231,6.006
2.150,2.217,6.006
2.140,2.212,5.957
2.130,2.207,5.908
2.120,2.202,5.859
2.110,2.197,5.859
2.100,2.188,5.859
2.090,2.178,5.762
2.080,2.178,5.762
2.070,2.168,5.713
2.060,2.168,5.664
2.050,2.153,5.713
2.040,2.148,5.615
2.030,2.148,5.615
2.020,2.144,5.615
2.010,2.129,5.518
2.000,2.124,5.518
1.990,2.119,5.518
1.980,2.109,5.469
1.970,2.095,5.371
1.960,2.095,5.371
1.950,2.080,5.371
1.940,2.080,5.322
1.930,2.075,5.273
1.920,2.070,5.273
1.910,2.061,5.273
1.900,2.056,5.225
1.890,2.041,5.176
1.880,2.046,5.127
1.870,2.036,5.127
1.860,2.031,5.127
1.850,2.017,5.078
1.840,2.017,4.980
1.830,2.007,4.980
1.820,2.002,5.029
1.810,1.992,4.932
1.800,1.982,4.932
1.790,1.982,4.883
1.780,1.973,4.883
1.770,1.963,4.834
1.760,1.958,4.785
1.750,1.953,4.736
1.740,1.943,4.736
1.730,1.943,4.688
1.720,1.929,4.688
1.710,1.924,4.639
1.700,1.924,4.639
1.690,1.914,4.590
1.680,1.909,4.541
1.670,1.899,4.492
1.660,1.895,4.541
1.650,1.885,4.492
1.640,1.885,4.443
1.630,1.875,4.443
1.620,1.870,4.395
1.610,1.860,4.395
1.600,1.860,4.346
1.590,1.846,4.346
1.580,1.841,4.297
1.570,1.836,4.248
1.560,1.821,4.248
1.550,1.816,4.150
1.540,1.816,4.150
1.530,1.807,4.150
1.520,1.797,4.102
1.510,1.797,4.053
1.500,1.787,4.053
1.490,1.782,4.102
1.480,1.772,4.004
1.470,1.763,4.004
1.460,1.763,3.955
1.450,1.758,3.955
1.440,1.753,3.906
1.430,1.743,3.857
1.420,1.733,3.906
1.410,1.729,3.857
1.400,1.724,3.809
1.390,1.719,3.809
1.380,1.714,3.760
1.370,1.704,3.760
1.360,1.694,3.662
1.350,1.689,3.662
1.340,1.675,3.662
1.330,1.665,3.613
1.320,1.655,3.564
1.310,1.650,3.613
1.300,1.646,3.564
1.290,1.641,3.516
1.280,1.636,3.467
1.270,1.626,3.467
1.260,1.626,3.467
1.250,1.616,3.418
1.240,1.611,3.369
1.230,1.602,3.369
1.220,1.597,3.369
1.210,1.592,3.320
1.200,1.582,3.320
1.190,1.582,3.223
1.180,1.577,3.223
1.170,1.567,3.223
1.160,1.567,3.223
1.150,1.553,3.174
1.140,1.548,3.174
1.130,1.533,3.076
1.120,1.528,3.125
1.110,1.519,3.076
1.100,1.514,3.076
1.090,1.509,3.027
1.080,1.504,3.027
1.070,1.504,2.979
1.060,1.489,2.979
1.050,1.484,2.930
1.040,1.475,2.930
1.030,1.475,2.930
1.020,1.465,2.881
1.010,1.460,2.881
1.000,1.455,2.832
0.990,1.445,2.832
0.980,1.440,2.783
0.970,1.436,2.783
0.960,1.426,2.734
0.950,1.421,2.734
0.940,1.411,2.686
0.930,1.406,2.686
0.920,1.396,2.637
0.910,1.392,2.588
0.900,1.382,2.637
0.890,1.382,2.588
0.880,1.377,2.588
0.870,1.362,2.539
0.860,1.357,2.539
0.850,1.357,2.539
0.840,1.348,2.490
0.830,1.338,2.441
0.820,1.323,2.490
0.810,1.323,2.393
0.800,1.318,2.393
0.790,1.313,2.344
0.780,1.299,2.344
0.770,1.289,2.344
0.760,1.289,2.295
0.750,1.279,2.295
0.740,1.284,2.246
0.730,1.274,2.295
0.720,1.260,2.197
0.710,1.255,2.197
0.700,1.250,2.197
0.690,1.240,2.197
0.680,1.235,2.148
0.670,1.230,2.100
0.660,1.221,2.148
0.650,1.216,2.100
0.640,1.211,2.051
0.630,1.196,2.051
0.620,1.201,2.002
0.610,1.191,1.953
0.600,1.187,2.002
0.590,1.182,2.002
0.580,1.172,1.953
0.570,1.162,1.953
0.560,1.162,1.904
0.550,1.152,1.904
0.540,1.147,1.904
0.530,1.138,1.855
0.520,1.128,1.855
0.510,1.123,1.807
0.500,1.118,1.758
0.490,1.104,1.807
0.480,1.099,1.758
0.470,1.094,1.758
0.460,1.089,1.709
0.450,1.079,1.709
0.440,1.074,1.660
0.430,1.069,1.611
0.420,1.060,1.611
0.410,1.060,1.563
0.400,1.055,1.563
0.390,1.045,1.563
0.380,1.045,1.563
0.370,1.035,1.563
0.360,1.040,1.563
0.350,1.025,1.514
0.340,1.021,1.514
0.330,1.016,1.514
0.320,1.011,1.465
0.310,1.001,1.416
0.300,0.996,1.416
0.290,0.977,1.416
0.280,0.967,1.367
0.270,0.967,1.318
0.260,0.962,1.318
0.250,0.952,1.318
0.240,0.947,1.270
0.230,0.942,1.270
0.220,0.928,1.270
0.210,0.918,1.270
0.200,0.918,1.172
0.190,0.918,1.221
0.180,0.913,1.221
0.170,0.903,1.172
0.160,0.889,1.172
0.150,0.889,1.172
0.140,0.879,1.074
0.130,0.874,1.123
0.120,0.869,1.074
0.110,0.864,1.074
0.100,0.791,0.977
0.090,0.791,0.977
0.080,0.791,0.928
0.070,0.796,0.928
0.060,0.791,0.879
0.050,0.791,0.879
0.040,0.791,0.879
0.030,0.791,0.879
0.020,0.796,0.879
0.010,0.791,0.879
0.000,0.796,0.928
0.000,0.791,0.000
0.010,0.791,-0.049
0.020,0.796,-0.049
0.030,0.791,-0.049
0.040,0.791,-0.049
0.050,0.791,-0.049
0.060,0.791,-0.049
0.070,0.796,-0.049
0.080,0.786,-0.049
0.090,0.791,-0.049
0.100,0.786,-0.049
0.110,0.791,-0.049
0.120,0.791,-0.049
0.130,0.791,-0.049
0.140,0.791,-0.049
0.150,0.796,0.000
0.160,0.811,-0.049
0.170,0.811,-0.049
0.180,0.825,-0.049
0.190,0.830,-0.049
0.200,0.830,-0.049
0.210,0.859,0.000
0.220,0.869,-0.049
0.230,0.864,0.000
0.240,0.874,-0.049
0.250,0.874,0.000
0.260,0.889,-0.049
0.270,0.894,0.000
0.280,0.894,-0.049
0.290,0.908,0.049
0.300,0.903,0.000
0.310,0.913,-0.049
0.320,0.923,0.049
0.330,0.933,0.049
0.340,0.938,0.049
0.350,0.942,0.000
0.360,0.957,0.049
0.370,0.962,0.098
0.380,0.962,0.098
0.390,0.981,0.098
0.400,0.981,0.098
0.410,0.986,0.098
0.420,0.991,0.098
0.430,1.001,0.098
0.440,1.011,0.146
0.450,1.011,0.146
0.460,1.016,0.146
0.470,1.025,0.146
0.480,1.040,0.146
0.490,1.045,0.195
0.500,1.045,0.195
0.510,1.055,0.195
0.520,1.064,0.195
0.530,1.074,0.195
0.540,1.074,0.244
0.550,1.084,0.244
0.560,1.089,0.244
0.570,1.094,0.244
0.580,1.099,0.293
0.590,1.108,0.293
0.600,1.118,0.244
0.610,1.118,0.342
0.620,1.128,0.293
0.630,1.138,0.293
0.640,1.138,0.293
0.650,1.152,0.342
0.660,1.157,0.342
0.670,1.157,0.391
0.680,1.162,0.391
0.690,1.172,0.391
0.700,1.172,0.391
0.710,1.187,0.391
0.720,1.191,0.439
0.730,1.206,0.439
0.740,1.211,0.488
0.750,1.211,0.439
0.760,1.226,0.488
0.770,1.226,0.488
0.780,1.226,0.488
0.790,1.250,0.537
0.800,1.250,0.537
0.810,1.250,0.537
0.820,1.265,0.537
0.830,1.265,0.586
0.840,1.270,0.537
0.850,1.274,0.586
0.860,1.294,0.586
0.870,1.294,0.586
0.880,1.299,0.635
0.890,1.313,0.635
0.900,1.309,0.635
0.910,1.323,0.684
0.920,1.328,0.732
0.930,1.328,0.684
0.940,1.353,0.684
0.950,1.357,0.684
0.960,1.357,0.684
0.970,1.367,0.732
0.980,1.372,0.781
0.990,1.377,0.781
1.000,1.377,0.781
1.010,1.392,0.781
1.020,1.396,0.781
1.030,1.406,0.830
1.040,1.406,0.879
1.050,1.416,0.830
1.060,1.416,0.879
1.070,1.436,0.928
1.080,1.440,0.928
1.090,1.445,0.928
1.100,1.445,0.928
1.110,1.465,0.928
1.120,1.470,0.977
1.130,1.465,0.977
1.140,1.479,0.977
1.150,1.484,1.025
1.160,1.489,1.025
1.170,1.504,1.025
1.180,1.509,1.074
1.190,1.514,1.074
1.200,1.523,1.025
1.210,1.519,1.123
1.220,1.538,1.123
1.230,1.538,1.172
1.240,1.538,1.172
1.250,1.553,1.172
1.260,1.558,1.172
1.270,1.563,1.221
1.280,1.567,1.172
1.290,1.577,1.270
1.300,1.587,1.221
1.310,1.587,1.221
1.320,1.602,1.318
1.330,1.597,1.270
1.340,1.611,1.270
1.350,1.616,1.318
1.360,1.626,1.318
1.370,1.631,1.318
1.380,1.641,1.367
1.390,1.646,1.367
1.400,1.646,1.416
1.410,1.655,1.416
1.420,1.660,1.416
1.430,1.675,1.465
1.440,1.685,1.465
1.450,1.680,1.465
1.460,1.699,1.514
1.470,1.709,1.514
1.480,1.704,1.514
1.490,1.724,1.563
1.500,1.719,1.611
1.510,1.719,1.611
1.520,1.738,1.660
1.530,1.743,1.660
1.540,1.743,1.660
1.550,1.763,1.660
1.560,1.763,1.660
1.570,1.768,1.709
1.580,1.768,1.709
1.590,1.792,1.709
1.600,1.792,1.758
1.610,1.792,1.758
1.620,1.812,1.758
1.630,1.812,1.807
1.640,1.812,1.807
1.650,1.826,1.855
1.660,1.831,1.807
1.670,1.836,1.855
1.680,1.846,1.855
1.690,1.841,1.904
1.700,1.860,1.904
1.710,1.860,1.953
1.720,1.865,1.953
1.730,1.885,2.002
1.740,1.885,2.002
1.750,1.885,2.002
1.760,1.899,2.051
1.770,1.899,2.002
1.780,1.914,2.051
1.790,1.919,2.100
1.800,1.919,2.100
1.810,1.938,2.100
1.820,1.938,2.197
1.830,1.938,2.197
1.840,1.953,2.148
1.850,1.963,2.197
1.860,1.968,2.246
1.870,1.968,2.246
1.880,1.978,2.295
1.890,1.992,2.246
1.900,1.987,2.295
1.910,1.992,2.295
1.920,2.012,2.393
1.930,2.017,2.393
1.940,2.017,2.344
1.950,2.021,2.393
1.960,2.041,2.441
1.970,2.041,2.490
1.980,2.041,2.490
1.990,2.070,2.539
2.000,2.070,2.539
2.010,2.070,2.539
2.020,2.080,2.539
2.030,2.090,2.588
2.040,2.090,2.637
2.050,2.090,2.637
2.060,2.104,2.637
2.070,2.109,2.734
2.080,2.109,2.637
2.090,2.119,2.734
2.100,2.129,2.686
2.110,2.134,2.734
2.120,2.139,2.783
2.130,2.148,2.783
2.140,2.148,2.783
